question	answer	label
why Arab Girls NOt getting marry indian man	"""Qatari ladies; were never been allowed to marry any foriegner even to any arabs; so why wonder? Qatari Ladies are born to marry Gulf men only. but i know one; The father of the lady is half Indian; and the father; arranged a marriage to her for an Indian Groom but i am not sure if the Indian is allowed by the government to stay here or even live here...the lady is Qatari; her grandmother was an Indian. But many Qatari men are married to an Indian ladies...i know alot. """" There's nothing we can do to change the past; if it teaches  you a lesson profit from it then; forget it."""""""	2
"Sorry for the ignorant question; but I need to know before I move to Qatar if wearing makeup is frowned on or not. I've heard nothing one way or the other; but I thought it might be considered immodest for the same reasons as displaying the body or hair (like it is for traditional nuns). I only wear a little makeup; but I don't want to look like a """"painted lady"""" to anyone."""	I believe that no matter how hard you try; you won't ever be able to carry off as much makeup as girls here do. So don't worry; nobody will think you look painted :^) In fact; when I arrived here; I felt I wasn't wearing enough makeup!!	1
"Sorry for the ignorant question; but I need to know before I move to Qatar if wearing makeup is frowned on or not. I've heard nothing one way or the other; but I thought it might be considered immodest for the same reasons as displaying the body or hair (like it is for traditional nuns). I only wear a little makeup; but I don't want to look like a """"painted lady"""" to anyone."""	omg i must say i thot i could not hear more crazy querstions but i have been provved wrong yet again actaully i find that arab women wear way too much makeup than they shud here's one its not the worst by any means but it describes what i mean (an i know elissa is not the usual arab woman but she's the only one whos name i know so there u go) http://images.google.com/images?svnum=10&hl=en&lr=&rls=SNYD%2CSNYD%3A2004-33%2CSNYD%3Aen&q=elissa	2
"Sorry for the ignorant question; but I need to know before I move to Qatar if wearing makeup is frowned on or not. I've heard nothing one way or the other; but I thought it might be considered immodest for the same reasons as displaying the body or hair (like it is for traditional nuns). I only wear a little makeup; but I don't want to look like a """"painted lady"""" to anyone."""	Hahaha.. Of course you can put on your make up.. I go with the natural colors and the simple make up ( the every day make up)..OMG what's a world without make up lol.. About the women who put heavy make up although they cover their hair and body..welll that's wrong of course because they attract men..you know :-)	2
"Sorry for the ignorant question; but I need to know before I move to Qatar if wearing makeup is frowned on or not. I've heard nothing one way or the other; but I thought it might be considered immodest for the same reasons as displaying the body or hair (like it is for traditional nuns). I only wear a little makeup; but I don't want to look like a """"painted lady"""" to anyone."""	Local women wear too much makeup; most of them look over the top caked with powder; for some reason they like thin painted brows. In general; I find the locals don't really care what you look like and what you wear.	1
"Sorry for the ignorant question; but I need to know before I move to Qatar if wearing makeup is frowned on or not. I've heard nothing one way or the other; but I thought it might be considered immodest for the same reasons as displaying the body or hair (like it is for traditional nuns). I only wear a little makeup; but I don't want to look like a """"painted lady"""" to anyone."""	"""i do wear make up on. nothing to worry about it. just when you thought your make up is heavy; wait till you see the local ladies remove their veil and you'll realize how light yours is. silent """"G"""""""	1
Is there anywhere in City Centre that does Pedicures???	go to Dr. Scholl; located west wing in the main entrance area. Actually when you go to CC main door and if you are in a car or taxi you will see the AD on your right hand side. Almost opposite to TOYOTA. Regards!!	0
Is there anywhere in City Centre that does Pedicures???	There is a little beauty shop near Al Jarree book shop called the London Salon. They are great in there and it is very fair cost. I will hoist that up the flag pole and see who salutes it!!	0
Is there anywhere in City Centre that does Pedicures???	kiwikitten; if you go to that kiddies beauty salon opposite xtreme world (the other end of Cinema) the same salon have separate corner of ladies salon. I asked they said they do mani pedi. No idea with the quality because i never try it.	2
Is there anywhere in City Centre that does Pedicures???	I went to the Kiddies beauty salon for hairdressing for my son and myself. It was done great for a good price (50QR per head). Don't know about pedicures there but it is offered!	2
Is there anywhere in City Centre that does Pedicures???	check out PARIS NAILS at the landmark ... ***~~~~DR.XRAY~~~~***	0
Is there anywhere in City Centre that does Pedicures???	novi; i think it's CUTE-CUT i tried mani & pedicure and twas ok the service was good! [img_assist|nid=21401|title=Adjust; Adopt & Overcome|desc=|link=none|align=left|width=180|height=135]	0
Is there anywhere in City Centre that does Pedicures???	salon paris nails landmark they are good really but if there is a mistake happen;that cz of the owner; she is very; selfish;and they work; whole;day one our break 9am to 9pm.same with medical spa in villagio.no power; dont blame any one pls.thank you	0
where can my husband get a pedicure from?	lol; there's a foot place at city center; scholl if im not wrong. they do it for both men and women -------------------- No human can stop racism.	0
where can my husband get a pedicure from?	the scholl on city centre defenitely doing it for men.	0
where can my husband get a pedicure from?	They have the shop at the City Centre. Downstairs in the parking near the pharmacy as well as inside the Centre near Ramada. You do need to take an appointment. Aisha-Taweela	2
where can my husband get a pedicure from?	Oops! Here I go; the one in the city centre is in the parking lot as described. Their phone number is 4931426 & 4930394. There  is another one in the Centre; where Mega Mart is; near the Ramada. Go inside the building like you would for Mega Mart; but go right; past the Jewellry stands and where LG/Jumbo has their store. The Foot Centre is right next to it. Same company as the one in the City Centre. I do not have their number but you could call the shop in the CC and ask for the number. Both places do male & female and are professionals in the care of feet. They sell the Dr Scholl products & shoes too.  Do make appointment  Aisha-Taweela	2
where can my husband get a pedicure from?	The Four Seasons' hair salon does pedicures and manicures. Men can go on Sundays.	1
hi guys; can u please tell me any place which have gym as well as swimming pool with it in doha?!?!	What is your budget? If it is 500 QR a month try here http://www.merzamhotels.com/index_files/FitLineHealthClub.html .. For tenants it is free... they have few membership plans as well.	1
hi guys; can u please tell me any place which have gym as well as swimming pool with it in doha?!?!	pro fitness - Barwa Village swimming pool - Sauna - billiard - gym - table tennis currently they have offer (4 month Qr.1000/-)	1
hi guys; can u please tell me any place which have gym as well as swimming pool with it in doha?!?!	Sir; Waterfall Club and Spa at Doha Downtown Hotel. They will let you use the pool and all gymn equipment first before they will offer you membership. Visit them. http://www.facebook.com/#!/waterfallclub?fref=ts	1
hi guys; can u please tell me any place which have gym as well as swimming pool with it in doha?!?!	I will try pro fitness. thanks Osama	2
hi guys; can u please tell me any place which have gym as well as swimming pool with it in doha?!?!	Aspire Zone-Hamad Aqautic Center. U may pay in daily;monthly; or yearly basis. U may checkout Al Saad Stadium also.Just Gym and Just Swim is the name. Happy Training.	0
Does anyone knows a boxing gym here in qatar? Im thinking of doing sports that just running on a treadmill to lose weight.. And I NEED to lose weight.. I was diagnosed of Polycystic Ovaries and first intervention is to trim myself down.. If anyone of you knows a fitness gym here that offers Boxing please tell me. that would be a great help..Thanks!	rambee; visit aspire and ask about their evening sports activities. bring your passport or qatar id because you need to register before you could avail of their multifacted sports activities. you pay a minimal fee monthly because aspire is subsidized by the government. some sports they have include boxing; swimming; various ball games; yoga; and others. one good thing about their evening program is that each sports class has a professional instructor dedicated not merely to teach but also to ensure student health and safety. i will go to aspire than enrol in any other chic gym here in qatar. Good luck!	2
Does anyone knows a boxing gym here in qatar? Im thinking of doing sports that just running on a treadmill to lose weight.. And I NEED to lose weight.. I was diagnosed of Polycystic Ovaries and first intervention is to trim myself down.. If anyone of you knows a fitness gym here that offers Boxing please tell me. that would be a great help..Thanks!	Fitness First is a good choice; They have this kick boxing classes as well	0
Does anyone knows a boxing gym here in qatar? Im thinking of doing sports that just running on a treadmill to lose weight.. And I NEED to lose weight.. I was diagnosed of Polycystic Ovaries and first intervention is to trim myself down.. If anyone of you knows a fitness gym here that offers Boxing please tell me. that would be a great help..Thanks!	Hi; check out our website personaltrainerdoha.com. We do one on one personal training sessions. They can include circuit training and boxing pad work to build up your strength and stamina. Good luck on improving your fitness. If there is anything we can help you with you can contact us through our website.	2
Im new in Qatar and im looking a fitness gym in Al Sadd. Anyone know?	Al Massa active; opposite Mandarin cafe; quite close to Al Sadd...that's where I go...	0
Im new in Qatar and im looking a fitness gym in Al Sadd. Anyone know?	There's a gym at the Grand Millenium hotel; in Al Sadd.	1
Im new in Qatar and im looking a fitness gym in Al Sadd. Anyone know?	4444161 Phoen no. Al Massa Active	0
I am thinking of changing gyms when I go back this time; but I wanna train early in the morning as opposed to regular hours when they are crowded; anyone know of any 24 hour gyms in Qatar? I doubt they exist knowing Qatar...	"""The gym at Intercon is open 24/7. Thats the only one that I know off. -------------------- """"Be Like a Flower; Which gives off it's fragrance even to the hand that crushes it."""	1
I am thinking of changing gyms when I go back this time; but I wanna train early in the morning as opposed to regular hours when they are crowded; anyone know of any 24 hour gyms in Qatar? I doubt they exist knowing Qatar...	who already have land..and as far as picking up after folks..yes..but that happens everywhere...and is part of the staff's job. The gym equip at Sheraton is actually quite a decent variety; and hotel gyms are basically the only choice with the exception of Golds..but for me that would mean driving completely across town to get there. But...still; to have a gym that has everything/everyone necessary; would be pure heaven... As far as those that use steriods; etc. to gain muscle..those guys have always reminded me of the old cartoon character Atom Ant...HUGE body with a itty bitty head...in fact; I always end up laughing when i see them..and I know they can't figure out why. Most folks are about as happy as they make up their minds to be. --Abraham Lincoln (1809 - 1865)	1
Hello everyone; i am coming to Doha soon from South Africa and i beleive that once i am there i need an exit permit to leave; does anyone know what this means. Can i visit Dubai without an exit permit;Â  i know i cant come to South Africa with out a permit????	Your biggest problem being you have a south african passport my friend is in the same boat! If you are on a business visa then the answer is yes if you want to leave the country you HAVE to have a exit visa if you are on a visit visa then no you do not but you will need a visa to get into Dubai!	0
Hello everyone; i am coming to Doha soon from South Africa and i beleive that once i am there i need an exit permit to leave; does anyone know what this means. Can i visit Dubai without an exit permit;Â  i know i cant come to South Africa with out a permit????	you only need an exit permit once you have got a Residence Permit (RP). The exit permit is given to you by your RP sponsor. It can be issued per trip; however; i advise you to get a one year multi exit.	0
Hello everyone; i am coming to Doha soon from South Africa and i beleive that once i am there i need an exit permit to leave; does anyone know what this means. Can i visit Dubai without an exit permit;Â  i know i cant come to South Africa with out a permit????	I think i am going on a working visa as the company i am going to are sorting my visa out; so are there places i can go or am i stuck in Doha?	2
Hello everyone; i am coming to Doha soon from South Africa and i beleive that once i am there i need an exit permit to leave; does anyone know what this means. Can i visit Dubai without an exit permit;Â  i know i cant come to South Africa with out a permit????	getinandstayin sorry to say but it is not only on a Residence permit but also a business visa. So it really depends on if kelly is coming over to work or to play so to say!	2
Hello everyone; i am coming to Doha soon from South Africa and i beleive that once i am there i need an exit permit to leave; does anyone know what this means. Can i visit Dubai without an exit permit;Â  i know i cant come to South Africa with out a permit????	The company i am going to said i can only get one exit permit a year; is that correct or is it for them to decide.	2
Hello everyone; i am coming to Doha soon from South Africa and i beleive that once i am there i need an exit permit to leave; does anyone know what this means. Can i visit Dubai without an exit permit;Â  i know i cant come to South Africa with out a permit????	So you will be on a business visa until your RP comes through all you have to do is tell your company when you are going and they will apply for a exit visa which is just a piece of paper really saying you are allowed to go and they will also get you the entrance visa for when you come back! You can go wher you like just remember to check if you need a visa for the other countries you wish to visit! Also make sure they have done your business visa before you fly out so it is sorted for when you land!	1
Hello everyone; i am coming to Doha soon from South Africa and i beleive that once i am there i need an exit permit to leave; does anyone know what this means. Can i visit Dubai without an exit permit;Â  i know i cant come to South Africa with out a permit????	Well too late to back out; looks like i will just have to stay there. Was actually wanting to work and play. Looks like i will just be working.... Surely it cant be bad as you make it sound. I feel like i am going to go into a prison.	2
Hello everyone; i am coming to Doha soon from South Africa and i beleive that once i am there i need an exit permit to leave; does anyone know what this means. Can i visit Dubai without an exit permit;Â  i know i cant come to South Africa with out a permit????	No on a business visa you can fly out as many times as you wish so that just might be a company thing iam on a business visa and so are three of my friends one being a south african like yourself and we fly out for weekends all the time! It could be because it is a pain in the bum and alot of paper work for them that they are saying only one exit! But if you have an emergency they you are also allowed	0
Qatar - Bahrain Causeway bridge is this project is under hold or going on????	on very hold for multiple reasons!	1
Qatar - Bahrain Causeway bridge is this project is under hold or going on????	the project is onhold for some reason; Da Vinci a french based company is initiating the project; which was suppose to finish in 2016; but not yet started.	1
Qatar - Bahrain Causeway bridge is this project is under hold or going on????	Qatar will have long distant rail lines to KSA and Bahrain. The one which will be laid from Doha to Manama would go through the causeway. Thus; design modifications will have to be done to accommodate the railway line which was not thought of before in the original design. This could be one of the reasons for the 'hold' if at all.	2
Can i change from work sponsor to husband sponsor even if i am only three months in my company? please advise. thanks.	You will require NOC from your sponsor allowing you to transfer to husband sponsorship. If they give you one; then you can transfer regardless if you are only 3 months with them.	2
Can i change from work sponsor to husband sponsor even if i am only three months in my company? please advise. thanks.	Only transfer from one company to another requires minimum of 1 year stay from the previous company; as per the labour law. husband sponsorship; i doubt there is minimum requirement. You just need to apply for a labour card in case you want to work.	2
Can i change from work sponsor to husband sponsor even if i am only three months in my company? please advise. thanks.	If your husband's salary is still below QR10;000 he cannot sponsor you and your kids. You said your kids are under your sponsorship; so why do you want to transfer? If you have a better job position and salary than your husband then let the sponsorship stay as it is.	1
Can i change from work sponsor to husband sponsor even if i am only three months in my company? please advise. thanks.	You won't get an approval if your husband's salary is below 10;000...the reason behind it is you cannot live comfortably if your whole family is with you; and the head of the family earning only 5;000. Way back 2007; the limit is minimum 7;000...2010 onwards; they raised it to 10;000 due to higher cost of living. You cannot add wife's salary to make the 10;000...	1
none	I haven't been there in the show.. The whole details are there in the link..Just open the link..Click SOUQ WAKIF..scroll down..click on the arrow shown at the down near the pictures.. Bungee jumping timing --- Feb 7 - 21... 4p.m.-8p.m Sky diving --- Feb 7 - 21...4pm.-8.30p.m. Dolphin show --- Feb 7 --- 28...2 shows daily..4p;m.-6p.m. hope it helps you.. Do we need to buy tickets in advance for Dolphin show?? Can someone please answer me for this??	2
none	The show is until 21 February and show timings are 4pm and 6pm everyday. I am using qatarentertainer.com for all events in Doha.	2
do you know any institution or organization that offers free Arabic speaking lesson? Please let me know...thanks!	Go to Al Fanar; near to Souq Waqif	0
do you know any institution or organization that offers free Arabic speaking lesson? Please let me know...thanks!	Al Fanar	0
do you know any institution or organization that offers free Arabic speaking lesson? Please let me know...thanks!	Al Fanar - Good info. TY.	0
do you know any institution or organization that offers free Arabic speaking lesson? Please let me know...thanks!	The courses at Al Fanar are not free but they only cost 300QR for an intensive 3 sessions a week for three months. The next course starts in April. I will let you know if it is a good course in three months time!	1
"Where do I pay a speeding ticket fine? The www.moi.gov.qa website says that I got my picture taken last month. I've heard that """"most people don't pay fines until they come to sell the car""""; I've also heard that the fine gets increased by 10% for every month it isn't paid. I'd rather pay now. Thanks!"""	You used to be able to pay it online at the e-Government site but that's been under maintenance for a long time now. Go to the traffic department either at Madinat Khalifa or Airport to pay. You need to renew your car's road permit once a year. That's when uou have to do a traffic violations check before they renew the permit. Fines don't increase. You just have to pay it when your road permit is up or if you're involved in a car accident; they check for violations then.	1
"Where do I pay a speeding ticket fine? The www.moi.gov.qa website says that I got my picture taken last month. I've heard that """"most people don't pay fines until they come to sell the car""""; I've also heard that the fine gets increased by 10% for every month it isn't paid. I'd rather pay now. Thanks!"""	You used to be able to pay it online at the e-Government site but that's been under maintenance for a long time now. Go to the traffic department either at Madinat Khalifa or Airport to pay. You need to renew your car's road permit once a year. That's when uou have to do a traffic violations check before they renew the permit. Fines don't increase. You just have to pay it when your road permit is up or if you're involved in a car accident; they check for violations then.	2
"Where do I pay a speeding ticket fine? The www.moi.gov.qa website says that I got my picture taken last month. I've heard that """"most people don't pay fines until they come to sell the car""""; I've also heard that the fine gets increased by 10% for every month it isn't paid. I'd rather pay now. Thanks!"""	Go to Traffic police near the airport. It is convenient and faster than Madina Khalifa. Been to both places and know the difference.	1
"Where do I pay a speeding ticket fine? The www.moi.gov.qa website says that I got my picture taken last month. I've heard that """"most people don't pay fines until they come to sell the car""""; I've also heard that the fine gets increased by 10% for every month it isn't paid. I'd rather pay now. Thanks!"""	Coming along Airport Road heading to Wakra turn right at the traffic lights that used to be Parachute Roundabout. About half a kilo up the road on your right.	2
"Where do I pay a speeding ticket fine? The www.moi.gov.qa website says that I got my picture taken last month. I've heard that """"most people don't pay fines until they come to sell the car""""; I've also heard that the fine gets increased by 10% for every month it isn't paid. I'd rather pay now. Thanks!"""	I've been there only once; but I can't remember the place. It is kind of tricky and not that easy to be found. I tried to post earlier but I was disconnected and it seems that my post is not here. Man you can pay at any time but before renewing your car registration. When you go for that they will ask you to clear all the violations that you got. First time I hear about the 10% thing; might be a new thing but never hear of it. The guys are right as well as the Airport one is less crowded than the Khalifa branch. You can also pay for that in 'Giant Stores' or 'Villagio' as I remember. I saw an office there for the Traffic Department. There is also in 'Hammad Hospital' down there near the Parking area down there. It is empty all the time. Good Luck	0
"Where do I pay a speeding ticket fine? The www.moi.gov.qa website says that I got my picture taken last month. I've heard that """"most people don't pay fines until they come to sell the car""""; I've also heard that the fine gets increased by 10% for every month it isn't paid. I'd rather pay now. Thanks!"""	U can pay the fine online at http://www.e.gov.qa/eGovPortal/index.jsp There is no fine increase every month.	2
If you resigned and your visa is cancelled; how long will be for you to come back here in Qatar? Actually; my wife is going to resign with here present company because it fails to give them salary for almost 4 months now. We want to know if i can take her back here in husband's visa within a month?	ban = 2 years (w/o NOC) if you wanna transfer to husband sponsorship; she can re-enter anytime.. as long as it (husband sponsorship) gets approved. :)	0
If you resigned and your visa is cancelled; how long will be for you to come back here in Qatar? Actually; my wife is going to resign with here present company because it fails to give them salary for almost 4 months now. We want to know if i can take her back here in husband's visa within a month?	1. Normally the ban period in case of resignation & cancellation of VISA is 2yrs... 2. But incase of your wife; she can ask from her company to issue NOC to her stating that her company won't object while she transfers her company visa to husband visa..There is no need for her to even exit QATAR.. Incase; if her company doesn't willing to give her NOC and no transfer of VISA; she can leave QATAR and can come back on HUSBAND VISA provided that you(husband)should meet all the norms and criteria that is normally required once applying for FAMILY VISA...You should be earning a salary of around QR7000 or more than that..	0
What is the computation of Gratuity or END OF SERVICE BENEFITS for the working period of 7 years? Thanks to confirm....	21 days per year	1
What is the computation of Gratuity or END OF SERVICE BENEFITS for the working period of 7 years? Thanks to confirm....	according to the Qatar Labour Law; Article 54 In addition to any sums to which the worker is entitled to upon the expiry of his service; the employer shall pay the end of service gratuity to the worker who has completed employment of one year or more. This gratuity shall be agreed upon by the two parties; provided that it is not less than a three-week wage for every year of employment. The worker shall be entitled to gratuity for the fractions of the year in proportion to the duration of employment. The worker's service shall be considered continuous if it is terminated in cases other than those stipulated in article (61) of this Law and is returned to service within two months of its termination. The last basic wage shall be the base for the calculation of the gratuity. The employer is entitled to deduct from the service gratuity the amount due to him by the worker.	1
What is the computation of Gratuity or END OF SERVICE BENEFITS for the working period of 7 years? Thanks to confirm....	service gratuity is granted minimum of 1 year continuous service in the company. the computation is like: gratuity=last basic salary X 70% (this is 21 days) X length of service in years	1
What is the computation of Gratuity or END OF SERVICE BENEFITS for the working period of 7 years? Thanks to confirm....	example: last basic salary: QR10;000 length of service: 5 years {10000 x 0.70} X 5 = QR 35000 note: 21 days or 70% is minimum requirement from labour law. If your company gives you more than that then its very good!	1
What is the computation of Gratuity or END OF SERVICE BENEFITS for the working period of 7 years? Thanks to confirm....	1. Last basic salary (multiplied) by 12 months (year) and (divided) by 365 (days in year). = X 2. Years of Service (multiplied) by Agreed Gratuity (days in a year)= Y 3. X (multiplied) by Y = Z (Total Gratuity to be paid) Sample: Last basic salary = 10;000 x 12 (months) / 365 (days in year) = 328.76 (average daily salary) 5 (years of service) x 21 (agreed gratuity) = 105 (days) 105 x 328.76 = 34;519.80 (Your ESB from employer)	0
What is the computation of Gratuity or END OF SERVICE BENEFITS for the working period of 7 years? Thanks to confirm....	example: last basic salary: QR10;000 length of service: 7 years {10000 x 0.70} X 5 = QR 35000 note: 21 days or 70% is minimum requirement from labour law for 1st 5year. After 5year continuous service employee is entitled to get gratuity minimum 30 days each year service put in after that period. means first 5year employee is entitled three weeks of basic salary each year;after 5year it will be 30days each year. {10000 x 1.00} X 2 = QR 20000 Total 7 year =55000 QR	0
Cat found - clearly someone's lost pet. Blue eyes; brown and cream fur. Anyone missing such a cat??	Here is the link...; http://www.qatarliving.com/node/521257 It has pics of the missing cat. If that is the one you found you can PM the original poster. ****************************************** What difference does it make to the dead whether the mad destruction is wrought under the name of totalitarianism or democracy? -Gandhi ******************************************	2
first of all I arrive in Doha Qatar and my visa is business visa.. then I apply walk-in as a receptionist in a small hotel. I'm planning to pass a resignation letter. I just want to know; that if a pass that letter and i want a release or No objection certificate. (N.O.C) do you think they will give it or not? because if they don't give me Release or N.O.C that will be a problem because they said i cannot come back here in Doha for 2 years.	ask your employer not here...	2
first of all I arrive in Doha Qatar and my visa is business visa.. then I apply walk-in as a receptionist in a small hotel. I'm planning to pass a resignation letter. I just want to know; that if a pass that letter and i want a release or No objection certificate. (N.O.C) do you think they will give it or not? because if they don't give me Release or N.O.C that will be a problem because they said i cannot come back here in Doha for 2 years.	try to negotiate with your employer!!	2
first of all I arrive in Doha Qatar and my visa is business visa.. then I apply walk-in as a receptionist in a small hotel. I'm planning to pass a resignation letter. I just want to know; that if a pass that letter and i want a release or No objection certificate. (N.O.C) do you think they will give it or not? because if they don't give me Release or N.O.C that will be a problem because they said i cannot come back here in Doha for 2 years.	How many more times will you fall for this trap? Why don't you ask from the beginning for an NOC (with the date being filled in later)? If they refuse; they will for sure make a problem for you; and you should never consider working for them!	2
first of all I arrive in Doha Qatar and my visa is business visa.. then I apply walk-in as a receptionist in a small hotel. I'm planning to pass a resignation letter. I just want to know; that if a pass that letter and i want a release or No objection certificate. (N.O.C) do you think they will give it or not? because if they don't give me Release or N.O.C that will be a problem because they said i cannot come back here in Doha for 2 years.	A couple of things you need to know... If you arrived here on a business visa from Phil; and then you went on to your company sponsorship; then you are not classed as a local recruit. So... your employer does not have to give you NOC. Next thing... even if your employer gives you NOC; you will be able to transfer your sponsorship to another employer for at least one year. The rules as I know are that you should complete 2 years with your employer before you can transfer. But; normally after a year Labour will transfer the sponsorship Think about this twice before you go ahead. Hope this helps with making your decision :o)	2
I would like a message to be printed on to mugs or cups. Where can I have this type of printing done?	I saw a middle-boutique in Hyatt Plaza right near the Giant Stores entrance; they were printing on a candle..try there!	2
I would like a message to be printed on to mugs or cups. Where can I have this type of printing done?	You may try Kodak at the ff branches: 1. City Center - 4839522/3 2. Ramada Branch - 4360233/4360239 3. Al Sadd Branch - 4447187 They do printing services in T-shirts and Mugs. You can even post a picture.	2
I would like a message to be printed on to mugs or cups. Where can I have this type of printing done?	Qatar Graphics is doing this kind of works and you can contact then @ 4433150. Location near walkswagon r/a. opposite to Sana and Giant store .	1
I would like a message to be printed on to mugs or cups. Where can I have this type of printing done?	They have it in Kodak; Ramada junction...	2
I would like a message to be printed on to mugs or cups. Where can I have this type of printing done?	you can inquire to kodak ramada #4360233/39	2
I would like a message to be printed on to mugs or cups. Where can I have this type of printing done?	Try PIXEL GRAPHICS; they can do printings on any thing. They are located at salwa road near DHL office. call pixel on 4505151.	2
I would like a message to be printed on to mugs or cups. Where can I have this type of printing done?	Photo Cpoy;Color & Black & White; Size: A4 A3 A2 A1 A0 Binding;Wire Binding; Spiral Binding; Metal Binding; perfect Binding; Lamination A0;A1;A2;A3;A4; Cold & Hot Lamination Id Lamination; Large Foramt Printing; A0 A1 A2 A3 A4 Cad Printing; A0 A1 A2 A3 A4; Cad Drawing; A0 A1 A2 A3 A4; Plotting; A0 A1 A2 A3 A4; Engineering Drawing printing:A0 A1 A2 A3 A4 Scanning: A0 A1 A2 A3 A4 Scanning Color & Black & White Foam Board Mounting; Fom Board Mounting; Form Board Mounting; Poster Printing; Rollup Stand; Pull up Stand; Rollup Standee; Pop Up Stand; Display Stand; Vinyl Printing; Sticker Printing; Sticker Cutting; Safety Sign Printing; Reflective Printing; Safety Sticker Printing;Banner Printing; Flex Printing; Transit Graphics Printing; Vehicle Graphics Printing;Bill Board Printing; www.qatarprinting.com Booklet Printing; Newsletter Printing; Digital Printing; Broucher Printing; Business Card printing; Banner printing;Binding; Wire Binding;Mug Printing; Calendar printing; T-shirt Printing; .....	1
I would like a message to be printed on to mugs or cups. Where can I have this type of printing done?	You can Call Karisma International; they do have mugs and do full colour printing on Mug; not limited to this as well; they have many solution as well; they are located in Salwa Road Call Raafat 33117507	1
Just arrived 3 days ago from UAE. Please help where to find cheap but original perfumes?? Thanks...	INDUSTRIAL AREA ALATIYA MARKET BUT ONLY FRIDAY	2
hi am new here. i just wonder if the perfumes sold in souq al jabor were original items?  plese i need ur opinion. am scouting one for my sister.	I doubt the Internationally know brands are real- They don't smell at all like Same Perfume bought outside the Souqs	2
hi am new here. i just wonder if the perfumes sold in souq al jabor were original items?  plese i need ur opinion. am scouting one for my sister.	sometimes you'll find perfumes with a name but in a plain bottle. They're not knockoffs; basically they are arabic style perfumes (the mix) but with a similarity to the perfume on the label. __________________________ Cost of Living; Visas; Safety Info; Tips; Pics; Vids and m	2
hi am new here. i just wonder if the perfumes sold in souq al jabor were original items?  plese i need ur opinion. am scouting one for my sister.	Go to Safari Perfumes at Souq Al _jabar for the real thing at abount 40% less than the Malls.	1
hi am new here. i just wonder if the perfumes sold in souq al jabor were original items?  plese i need ur opinion. am scouting one for my sister.	I used to buy perfumes from this retailer; I bought hugo boss from highland and then i bought the same one from this guy... both of them smelled the same and lasted for the same amount of time. Since that time; I just buy my perfumes from the retaile store at the souq. Dont remember the name of the shop; but its opposite to National Panasonic near Souq Al Jabor. It's always the small things that make big differences.	2
hi am new here. i just wonder if the perfumes sold in souq al jabor were original items?  plese i need ur opinion. am scouting one for my sister.	yes be very cautious and you hv to know the original smell before you buy from the souk. but so far i bought 8 bottles and all good. Everybody is right and Everybody is wrong; its depend where you stand	2
Hi guys; Need ur help! Is there anyone here knows how to apply for visit visa in Australia (aside from online application) here in Qatar? I heard that they dont have their embassy here. I already got the form (downloaded from the internet) but dont know where to submit. If possible give me the telephone number & location. Hoping for ur most urgent response. THANK YOU SO MUCH!!!	Embassy address: 14th Floor; Al Muhairy Centre; Sheikh Zayed the First Street; Abu Dhabi - Telephone: +9712 6346 100 - Fax: +9712 639 3525	0
Hi guys; Need ur help! Is there anyone here knows how to apply for visit visa in Australia (aside from online application) here in Qatar? I heard that they dont have their embassy here. I already got the form (downloaded from the internet) but dont know where to submit. If possible give me the telephone number & location. Hoping for ur most urgent response. THANK YOU SO MUCH!!!	ARAMEX HAS OFFICE TO SUBMIT AUSTRALIAN VISA... 100% SURE	2
Hi guys; Need ur help! Is there anyone here knows how to apply for visit visa in Australia (aside from online application) here in Qatar? I heard that they dont have their embassy here. I already got the form (downloaded from the internet) but dont know where to submit. If possible give me the telephone number & location. Hoping for ur most urgent response. THANK YOU SO MUCH!!!	http://www.vfs.ae/ and u can track ur visa from this site and u can get all the information regarding aussie visa for gcc countries from this site	2
Hi How can I apply for tourist visa to Australia in Qatar?.... As I know there is no Australian embassy in Qatar;;;;; Any one can help me;;??;;;!	Australian Visa Application Centre Sherif Building; 5th Floor Opposite Toyota Towers Doha; Qatar	1
Hi How can I apply for tourist visa to Australia in Qatar?.... As I know there is no Australian embassy in Qatar;;;;; Any one can help me;;??;;;!	Please contact Mannai Holidays they are the authorized agent for Australian visa in Qatar. All the best	0
Hi How can I apply for tourist visa to Australia in Qatar?.... As I know there is no Australian embassy in Qatar;;;;; Any one can help me;;??;;;!	Please contact Mannai Holidays they are the authorized agent for Australian visa in Qatar. All the best	2
Hi How can I apply for tourist visa to Australia in Qatar?.... As I know there is no Australian embassy in Qatar;;;;; Any one can help me;;??;;;!	Mannai holiday no more processing Australiam visa;so Sherif building 5th floor Opposit corner of Toyota tower signal; beside KEO Building; For Student or any kind of Aussie Visa;Thanks	1
I will soon marry a Qatari man and live in Doha. Recently I was told that once I am married and in Qatar that I will not be allowed to travel back to the USA or any country without my husbands permission. Can someone tell me if this is correct? I have tried researching this but have not found any definite information. Also; if there are any American women married to a Qatari on QL; I would love to ask more questions. Thank you	You will need your husband's written consent to do a lot of things - one of those is leaving the country	0
I will soon marry a Qatari man and live in Doha. Recently I was told that once I am married and in Qatar that I will not be allowed to travel back to the USA or any country without my husbands permission. Can someone tell me if this is correct? I have tried researching this but have not found any definite information. Also; if there are any American women married to a Qatari on QL; I would love to ask more questions. Thank you	The laws are more flexible now If you're over 30 & have a profession; you won't need your husband consent to leave the country	0
